,user_name,text,track_id,tweet_id,time,anger,fear,joy,sadness,analytical,confident,tentative,anger,fear,joy,sadness,analytical,confident,tentative
10,Mahtab_EB,Am I the only one who feels this song kinda has Christmassy vibes ,00MAeOlplKSab33lINpZds,1465979656801292289,2021-12-01 09:42:41+00:00,0.0,0.0,0.716921,0.0,0.0,0.0,0.867767,0.0,0.0,0.716921,0.0,0.0,0.0,0.867767
11,Mahtab_EB,"No words, just  ",66mXHPRfAwbnNKnTCNpytj,1465760125453488131,2021-11-30 19:10:21+00:00,0.0,0.0,0.0,0.419263,0.2976735,0.0,0.497223,0.0,0.0,0.0,0.419263,0.2976735,0.0,0.497223
12,Mahtab_EB,"One of his best songs EVER. It's pure perfection, it's a masterpiece  #DangerousStreamingParty  ",4HWcWgleTuUAWnVPNwW4CM,1465753643433574406,2021-11-30 18:44:35+00:00,0.0,0.0,0.7426813333333332,0.0,0.0,0.5172573333333333,0.274077,0.0,0.0,0.7426813333333332,0.0,0.0,0.5172573333333333,0.274077
13,Mahtab_EB,This song... is just so special  I love it so much  #DangerousStreamingParty  ,7woW97CfcWaKtuC6W5BP2K,1465751038024200198,2021-11-30 18:34:14+00:00,0.0,0.0,0.933632,0.0,0.0,0.0,0.75152,0.0,0.0,0.933632,0.0,0.0,0.0,0.75152
14,Mahtab_EB,This part  #DangerousStreamingParty   ,75yYXB96tX1BlSMgL0SMsA,1465750187612291080,2021-11-30 18:30:51+00:00,0.0,0.0,0.42256866666666665,0.17798533333333333,0.0,0.220069,0.0,0.0,0.0,0.42256866666666665,0.17798533333333333,0.0,0.220069,0.0
15,Mahtab_EB,They say I'm different They don't understand But there's a bigger problem That's much more in demand You've got wor ,,1465744780697260033,2021-11-30 18:09:22+00:00,0.0,0.0,0.284387,0.315436,0.4640935,0.0,0.0,0.0,0.0,0.284387,0.315436,0.4640935,0.0,0.0
16,_YEHOVA,top 3 LR  ,6vQTNCP1Ifp8xiyQULwZ69,1468909999393058818,2021-12-09 11:46:49+00:00,0.0,0.0,0.558704,0.0,0.0,0.0,0.0,0.0,0.0,0.558704,0.0,0.0,0.0,0.0
17,_YEHOVA,baby keems verse&gt;&gt;&gt; ,0Zm7NKJgoKY6ZWwtoEUILK,1468714523070799873,2021-12-08 22:50:04+00:00,0.0,0.0,0.6034815,0.0,0.0,0.0,0.0,0.0,0.0,0.6034815,0.0,0.0,0.0,0.0
18,_YEHOVA,their best song  ,2URMA0ap6SAI8wFmcY1yta,1468568192469581828,2021-12-08 13:08:36+00:00,0.0,0.0,0.5385263333333333,0.0,0.0,0.0,0.25050666666666666,0.0,0.0,0.5385263333333333,0.0,0.0,0.0,0.25050666666666666
19,_YEHOVA,elite song ,2AO4J6Moo7fULnHnzVxqjG,1468326835889094657,2021-12-07 21:09:32+00:00,0.0,0.0,0.7752055,0.0,0.0,0.0,0.0,0.0,0.0,0.7752055,0.0,0.0,0.0,0.0
20,_YEHOVA,love em  ,4ZxOuNHhpyOj4gv52MtQpT,1468289287649169416,2021-12-07 18:40:20+00:00,0.0,0.0,0.932227,0.0,0.0,0.0,0.0,0.0,0.0,0.932227,0.0,0.0,0.0,0.0
21,_YEHOVA,peak music  ,39kzWAiVPpycdMpr745oPj,1468188231153893377,2021-12-07 11:58:46+00:00,0.0,0.0,0.46319133333333334,0.0,0.0,0.0,0.1846,0.0,0.0,0.46319133333333334,0.0,0.0,0.0,0.1846
22,_YEHOVA,peak music  ,5nPOM0nFRAJ3XI8xCxNAzO,1468008193892798465,2021-12-07 00:03:22+00:00,0.0,0.0,0.525405,0.0,0.0,0.0,0.0,0.0,0.0,0.525405,0.0,0.0,0.0,0.0
23,pnkryujin,we will be getting an indirect itzy x hoyeon interaction in TWO DAYS.  ,2QdH0rKlV3d9Y6lWzcnlBH,1468909956900528133,2021-12-09 11:46:39+00:00,0.0,0.0,0.0,0.299501,0.0,0.471291,0.0,0.0,0.0,0.0,0.299501,0.0,0.471291,0.0
24,pnkryujin,=&gt; Let's create more accounts to vote for #ITZY at MAMA2021   =&gt; Let's stream MAFIA IN THE M ,,1468373215294926850,2021-12-08 00:13:50+00:00,0.0,0.0,0.705731,0.0,0.18669933333333333,0.3070833333333333,0.0,0.0,0.0,0.705731,0.0,0.18669933333333333,0.3070833333333333,0.0
25,pnkryujin,still one of the best bridges of this year  ,2QdH0rKlV3d9Y6lWzcnlBH,1468267032311390217,2021-12-07 17:11:54+00:00,0.0,0.0,0.4215515,0.0,0.0,0.0,0.37576,0.0,0.0,0.4215515,0.0,0.0,0.0,0.37576
26,pnkryujin,they were SINGINGGG  ,2GUikd8cj7qDBzkDzUMd8N,1467925940646862850,2021-12-06 18:36:31+00:00,0.0,0.0,0.0,0.2685685,0.281284,0.488795,0.0,0.0,0.0,0.0,0.2685685,0.281284,0.488795,0.0
27,pnkryujin,So turns out youre not gonna get it on the first listen.  ,6UcfMqiOGeA3koBW01SsFs,1467492921687613443,2021-12-05 13:55:51+00:00,0.0,0.0,0.5804675,0.0,0.0,0.0,0.0,0.0,0.0,0.5804675,0.0,0.0,0.0,0.0
28,pnkryujin,why is this ITZYs best tt  ,2QdH0rKlV3d9Y6lWzcnlBH,1467396681025085443,2021-12-05 07:33:26+00:00,0.0,0.0,0.365395,0.0,0.0,0.40013,0.0,0.0,0.0,0.365395,0.0,0.0,0.40013,0.0
29,pnkryujin,never gets old ,2QdH0rKlV3d9Y6lWzcnlBH,1466790631834066944,2021-12-03 15:25:12+00:00,0.0,0.0,0.4069535,0.0,0.0,0.471291,0.0,0.0,0.0,0.4069535,0.0,0.0,0.471291,0.0
30,pnkryujin,she deserves more appreciation  ,2DvBbpZ9MjOQZs2HtN5Ake,1466775078876635141,2021-12-03 14:23:24+00:00,0.383721,0.0,0.0,0.0,0.4604275,0.0,0.0,0.383721,0.0,0.0,0.0,0.4604275,0.0,0.0
31,pnkryujin,aged like wine  ,6tCssnvTUREcperDOUTqvA,1466099547793469451,2021-12-01 17:39:05+00:00,0.0,0.0,0.27113233333333336,0.18218633333333334,0.26727566666666663,0.0,0.3154073333333333,0.0,0.0,0.27113233333333336,0.18218633333333334,0.26727566666666663,0.0,0.3154073333333333
32,pnkryujin,Chaeryeongs key change at 1:28 oh my gosh  ,3wIrNgX6nl5gMGBVT2ZFN7,1466023902602223618,2021-12-01 12:38:30+00:00,0.649034,0.0,0.0,0.0,0.0,0.989586,0.0,0.649034,0.0,0.0,0.0,0.0,0.989586,0.0
33,pnkryujin,REAL MUSIC!  ,0Vu5tjvXZX3qtzRiezxLi1,1465973193483722755,2021-12-01 09:17:00+00:00,0.0,0.0,0.7009395,0.0,0.0,0.488795,0.323993,0.0,0.0,0.7009395,0.0,0.0,0.488795,0.323993
34,pnkryujin,its a MITM type of morning  ,2QdH0rKlV3d9Y6lWzcnlBH,1465941782299123715,2021-12-01 07:12:11+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.822231,0.0,0.0,0.0,0.0,0.0,0.0,0.822231
